doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1116/6.0002840,Density functional theory study on reaction mechanisms of Co(tbu2DAD)2 for area selective-atomic layer deposition of Co films on metal surfaces,American Institute of Physics,2023,3,,False,Pending
10.1116/6.0002811,Intrinsic and atomic layer etching enhanced area-selective atomic layer deposition of molybdenum disulfide thin films,American Institute of Physics,2023,3,,False,Pending
10.1116/6.0002275,Masked-assisted radial-segmented target pulsed-laser deposition: A novel method for area-selective deposition using pulsed-laser deposition,American Institute of Physics,2023,4,https://avs.scitation.org/doi/pdf/10.1116/6.0002275,True,Pending
10.4150/kpmi.2023.30.2.156,Recent Studies on Area Selective Atomic Layer Deposition of Elemental Metals,Hanguk bunmal jaeryo hakoeji,2023,3,,True,Pending
10.1116/6.0002860,Extending area selective deposition of ruthenium onto 3D SiO2-Si multilayer stacks,American Institute of Physics,2023,3,,False,Pending
10.1116/6.0002413,Using metal precursors to passivate oxides for area selective deposition,American Institute of Physics,2023,2,,False,Pending
10.1109/iitc/mam57687.2023.10154801,Area-Selective Atomic Layer Deposition of Ruthenium Thin Films by Chemo-Selective Adsorption of Short Alkylating Agents,,2023,1,,False,Pending
10.1109/iitc/mam57687.2023.10154817,Area-Selective Atomic Layer Deposition of Ruthenium Thin Films Using Aldehyde Inhibitors,,2023,1,,False,Pending
10.1021/acsenergylett.2c02363,Ligand Chemistry of Inorganic Lead Halide Perovskite Nanocrystals,American Chemical Society,2023,289,,True,Pending
10.1038/s41563-023-01626-w,Scalable integration of hybrid high-κ dielectric materials on two-dimensional semiconductors,Nature Portfolio,2023,206,,False,Pending
10.1038/s41929-022-00907-y,Blocking the reverse reactions of overall water splitting on a Rh/GaN–ZnO photocatalyst modified with Al2O3,Nature Portfolio,2023,185,,False,Pending
10.1038/s41467-023-37139-y,AlphaFlow: autonomous discovery and optimization of multi-step chemistry using a self-driven fluidic lab guided by reinforcement learning,Nature Portfolio,2023,155,https://www.nature.com/articles/s41467-023-37139-y.pdf,True,Pending
10.1186/s40580-023-00403-4,Role of oxygen vacancies in ferroelectric or resistive switching hafnium oxide,Springer Nature,2023,127,https://nanoconvergencejournal.springeropen.com/counter/pdf/10.1186/s40580-023-00403-4,True,Pending
10.1016/j.est.2022.106556,Advance and prospect of carbon quantum dots synthesis for energy conversion and storage application: A comprehensive review,Elsevier BV,2023,98,,False,Pending
10.1088/2631-7990/acb46d,Atomic layer deposition for nanoscale oxide semiconductor thin film transistors: review and outlook,IOP Publishing,2023,90,https://iopscience.iop.org/article/10.1088/2631-7990/acb46d/pdf,True,Pending
10.1016/j.seppur.2023.124520,Construction of CdS@ZnO core–shell nanorod arrays by atomic layer deposition for efficient photoelectrochemical H2 evolution,Elsevier BV,2023,85,,False,Pending
10.3390/s23208648,Wearable Nano-Based Gas Sensors for Environmental Monitoring and Encountered Challenges in Optimization,Multidisciplinary Digital Publishing Institute,2023,79,https://www.mdpi.com/1424-8220/23/20/8648/pdf?version=1698069187,True,Pending
10.1016/j.cej.2023.145481,ZnO single nanowire gas sensor: A platform to investigate the sensitization of Pt,Elsevier BV,2023,76,,False,Pending
10.1002/adma.202304044,Review—Extremely Thin Amorphous Indium Oxide Transistors,Advanced Materials,2023,74,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202304044,True,Pending
10.1038/s41467-023-41868-5,CMOS backend-of-line compatible memory array and logic circuitries enabled by high performance atomic layer deposited ZnO thin-film transistor,Nature Portfolio,2023,61,https://www.nature.com/articles/s41467-023-41868-5.pdf,True,Pending
10.1021/acsami.3c06517,Thermally Activated Defect Engineering for Highly Stable and Uniform ALD-Amorphous IGZO TFTs with High-Temperature Compatibility,American Chemical Society,2023,57,,False,Pending
10.1016/j.cej.2023.142358,Improving photocatalytic performance of defective titania for carbon dioxide photoreduction by Cu cocatalyst with SCN- ion modification,Elsevier BV,2023,56,,False,Pending
10.1002/anie.202309066,Efficient Photocatalytic Cleavage of Lignin Models by a Soluble Perylene Diimide/Carbon Nitride S‐Scheme Heterojunction,Wiley,2023,54,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202309066,True,Pending
10.3390/molecules28186710,Application of Semiconductor Metal Oxide in Chemiresistive Methane Gas Sensor: Recent Developments and Future Perspectives,Multidisciplinary Digital Publishing Institute,2023,51,https://www.mdpi.com/1420-3049/28/18/6710/pdf?version=1695197816,True,Pending
10.1038/s41467-023-36619-5,A general thermodynamics-triggered competitive growth model to guide the synthesis of two-dimensional nonlayered materials,Nature Portfolio,2023,49,https://www.nature.com/articles/s41467-023-36619-5.pdf,True,Pending
10.3390/catal13050858,Synthetic Methods and Applications of Carbon Nanodots,Multidisciplinary Digital Publishing Institute,2023,49,https://www.mdpi.com/2073-4344/13/5/858/pdf?version=1683612150,True,Pending
10.1038/s41928-023-01013-y,Optogenetic stimulation probes with single-neuron resolution based on organic LEDs monolithically integrated on CMOS,Nature Portfolio,2023,49,https://www.nature.com/articles/s41928-023-01013-y.pdf,True,Pending
10.1038/s41699-023-00379-z,Large-area synthesis of high electrical performance MoS2 by a commercially scalable atomic layer deposition process,Nature Portfolio,2023,46,https://www.nature.com/articles/s41699-023-00379-z.pdf,True,Pending
10.1109/ted.2023.3240683,Record RF Power Performance at 94 GHz From Millimeter-Wave N-Polar GaN-on-Sapphire Deep-Recess HEMTs,Institute of Electrical and Electronics Engineers,2023,45,https://ieeexplore.ieee.org/ielx7/16/10081247/10038498.pdf,True,Pending
10.1002/smll.202301485,PdRh‐Sensitized Iron Oxide Ultrathin Film Sensors and Mechanistic Investigation by Operando TEM and DFT Calculation,Wiley,2023,45,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202301485,True,Pending
10.1016/j.snb.2023.134359,"Highly sensitive and selective detection of benzene, toluene, xylene, and formaldehyde using Au-coated SnO2 nanorod arrays for indoor air quality monitoring",Elsevier BV,2023,45,,False,Pending
10.1016/j.matt.2023.07.012,"Wafer-scale growth of two-dimensional, phase-pure InSe",Elsevier BV,2023,43,http://www.cell.com/article/S2590238523003685/pdf,True,Pending
10.1021/acs.accounts.3c00119,Strong Ligand Control for Noble Metal Nanostructures,American Chemical Society,2023,42,,False,Pending
10.1021/acsnano.3c02128,Liquid-Metal-Printed Ultrathin Oxides for Atomically Smooth 2D Material Heterostructures,American Chemical Society,2023,40,,False,Pending
10.1021/acs.chemmater.3c01635,Cs<sub>3</sub>Bi<sub>2</sub>Br<sub>9</sub>/g-C<sub>3</sub>N<sub>4</sub> Direct Z-Scheme Heterojunction for Enhanced Photocatalytic Reduction of CO<sub>2</sub> to CO,American Chemical Society,2023,40,,True,Pending
10.1002/admi.202300420,Vapor‐Phase Infiltrated Organic–Inorganic Positive‐Tone Hybrid Photoresist for Extreme UV Lithography,Wiley,2023,38,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300420,True,Pending
10.1002/smtd.202300549,Approaches for 3D Integration Using Plasma‐Enhanced Atomic‐Layer‐Deposited Atomically‐Ordered InGaZnO Transistors with Ultra‐High Mobility,Wiley,2023,37,,False,Pending
10.1021/acssensors.2c02762,WS<sub>2</sub> and WS<sub>2</sub>-ZnO Chemiresistive Gas Sensors: The Role of Analyte Charge Asymmetry and Molecular Size,American Chemical Society,2023,35,,False,Pending
10.1109/jeds.2023.3253137,High Temperature Operation of E-Mode and D-Mode AlGaN/GaN MIS-HEMTs With Recessed Gates,Institute of Electrical and Electronics Engineers,2023,34,https://ieeexplore.ieee.org/ielx7/6245494/6423298/10061582.pdf,True,Pending
10.1021/acsami.3c00038,High-Performance Indium-Based Oxide Transistors with Multiple Channels Through Nanolaminate Structure Fabricated by Plasma-Enhanced Atomic Layer Deposition,American Chemical Society,2023,34,,False,Pending
10.1016/j.optmat.2023.114237,"Optical properties of plasmonic titanium nitride thin films from ultraviolet to mid-infrared wavelengths deposited by pulsed-DC sputtering, thermal and plasma-enhanced atomic layer deposition",Elsevier BV,2023,34,,True,Pending
10.1109/ted.2022.3232476,Electrical Characteristics of Ultrathin InZnO Thin-Film Transistors Prepared by Atomic Layer Deposition,Institute of Electrical and Electronics Engineers,2023,33,,False,Pending
10.1021/acs.chemmater.4c02557,Accurately Computed Dimerization Trends of ALD Precursors and Their Impact on Surface Reactivity in Area-Selective Atomic Layer Deposition,American Chemical Society,2025,10,,True,Pending
10.1021/acs.chemmater.4c03477,"Computational <i>Ab Initio</i> Approaches for Area-Selective Atomic Layer Deposition: Methods, Status, and Perspectives",American Chemical Society,2025,10,,True,Pending
10.1055/s-0043-1761309,Chemical and Topological Control of Surfaces Using Functional Parylene Coatings,Georg Thieme Verlag,2023,5,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0043-1761309.pdf,True,Pending
10.3390/nano13192713,Stearic Acid as an Atomic Layer Deposition Inhibitor: Spectroscopic Insights from AFM-IR,Multidisciplinary Digital Publishing Institute,2023,5,https://www.mdpi.com/2079-4991/13/19/2713/pdf?version=1696582139,True,Pending
10.1116/6.0002493,<i>In situ</i> analysis of nucleation reactions during TiCl4/H2O atomic layer deposition on SiO2 and H-terminated Si surfaces treated with a silane small molecule inhibitor,American Institute of Physics,2023,8,,True,Pending
10.1116/6.0002762,Investigating wet chemical oxidation methods to form SiO2 interlayers for self-aligned Pt-HfO2-Si gate stacks,American Institute of Physics,2023,5,,False,Pending
10.1016/j.cherd.2023.06.057,Multi-objective optimization for inherently selective atomic layer deposition of zirconia on silicon and not on copper,Elsevier BV,2023,3,,False,Pending
10.4028/p-0njbb4,Chemical Identification of Sub-20 nm Defects and Sub-Monolayer Residues with Nano IR PiFM,Scientific.net,2023,3,,True,Pending
10.1116/6.0002773,Selective mask deposition using SiCl4 plasma for highly selective etching process,American Institute of Physics,2023,3,,False,Pending
10.1021/acs.chemmater.2c03773,Tunable Sulfur Incorporation into Atomic Layer Deposition Films Using Solution Anion Exchange,American Chemical Society,2023,3,,False,Pending
10.1007/s11090-023-10355-6,Immobilized Microdischarges in Pulsed DBD Plasmas for Localized Deposition and Patterning of Polymer-Like Films,Springer Science+Business Media,2023,3,,True,Pending
10.1021/acsanm.3c04251,Interconnected Dimers with Sub-10 nm Nanogaps by Atomic Layer Deposition for Plasmonic Nanojunctions,American Chemical Society,2023,2,,False,Pending
10.2478/lpts-2023-0035,Selective Patterned Growth of ZnO Nanoneedle Arrays,De Gruyter Open,2023,2,,True,Pending
10.3390/nano13030466,Modeling of Masked Droplet Deposition for Site-Controlled Ga Droplets,Multidisciplinary Digital Publishing Institute,2023,1,https://www.mdpi.com/2079-4991/13/3/466/pdf?version=1675655363,True,Pending
10.1109/asicon58565.2023.10396279,Selective Atomic Layer Deposition to Extend Moore’s Law and Beyond: Surface Kinetic Tuning for Self-Aligned Growth,,2023,1,,False,Pending
10.1149/ma2023-02291458mtgabs,(Invited) Atomistic Insights into Continuous and Area-Selective ALD Processes: First-Principles Simulations of the Underpinning Surface Chemistry,Institute of Physics,2023,1,,False,Pending
10.1038/s41467-023-37358-3,An electron-hole rich dual-site nickel catalyst for efficient photocatalytic overall water splitting,Nature Portfolio,2023,164,https://www.nature.com/articles/s41467-023-37358-3.pdf,True,Pending
10.1021/acsnano.3c02092,Rational Synthesis of Au–CdS Composite Photocatalysts for Broad-Spectrum Photocatalytic Hydrogen Evolution,American Chemical Society,2023,127,,True,Pending
10.1016/j.jallcom.2023.172747,Metal Ni nanoparticles in-situ anchored on CdS nanowires as effective cocatalyst for boosting the photocatalytic H2 production and degradation activity,Elsevier BV,2023,124,,False,Pending
10.1038/s41586-023-06932-6,Designer phospholipid capping ligands for soft metal halide nanocrystals,Nature Portfolio,2023,123,https://www.nature.com/articles/s41586-023-06932-6.pdf,True,Pending
10.1021/acsnano.2c09733,Drastic Gas Sensing Selectivity in 2-Dimensional MoS<sub>2</sub> Nanoflakes by Noble Metal Decoration,American Chemical Society,2023,117,,False,Pending
10.1002/anie.202305639,Directional and Ultrafast Charge Transfer in Oxygen‐Vacancy‐Rich ZnO@Single‐Atom Cobalt Core‐Shell Junction for Photo‐Fenton‐Like Reaction,Wiley,2023,110,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202305639,True,Pending
10.1186/s12951-023-02153-1,Field effect transistor based wearable biosensors for healthcare monitoring,BioMed Central,2023,99,https://jnanobiotechnology.biomedcentral.com/counter/pdf/10.1186/s12951-023-02153-1,True,Pending
10.31635/renewables.022.202200001,Recent Advances in Cadmium Sulfide-Based Photocatalysts for Photocatalytic Hydrogen Evolution,Chinese Chemical Society,2023,92,,False,Pending
10.1002/aenm.202300257,Biomass Photoreforming for Hydrogen and Value‐Added Chemicals Co‐Production on Hierarchically Porous Photocatalysts,Wiley,2023,88,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202300257,True,Pending
10.1016/j.jcis.2023.07.117,Recent advances of modification effect in Co3O4-based catalyst towards highly efficient photocatalysis,Elsevier BV,2023,88,,False,Pending
10.1002/smll.202305241,Deciphering the Space Charge Effect of the CoNiLDH/FeOOH n–n Heterojunction for Efficient Electrocatalytic Oxygen Evolution,Wiley,2023,81,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202305241,True,Pending
10.1021/acs.chemmater.2c03023,Facile High-Yield Synthesis of Ag–In–Ga–S Quaternary Quantum Dots and Coating with Gallium Sulfide Shells for Narrow Band-Edge Emission,American Chemical Society,2023,78,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.2c03023,True,Pending
10.1016/j.apcatb.2023.123373,Adjusting inter-semiconductor barrier height via crystal plane engineering: Crystalline face exposed single crystal cadmium sulfide augmentative S-scheme heterojunctions for efficiently photocatalytic hydrogen production,Elsevier BV,2023,78,,False,Pending
10.1016/j.apcatb.2023.122419,Rational design of defect metal oxide/covalent organic frameworks Z-scheme heterojunction for photoreduction CO2 to CO,Elsevier BV,2023,74,,False,Pending
10.1021/acsami.2c23284,Modulation of Lewis and Brønsted Acidic Sites to Enhance the Redox Ability of Nb<sub>2</sub>O<sub>5</sub> Photoanodes for Efficient Photoelectrochemical Performance,American Chemical Society,2023,70,,False,Pending
10.1002/ange.202305639,Directional and Ultrafast Charge Transfer in Oxygen‐Vacancy‐Rich ZnO@Single‐Atom Cobalt Core‐Shell Junction for Photo‐Fenton‐Like Reaction,Wiley,2023,70,,False,Pending
10.1016/j.bios.2023.115160,SERS-based recyclable immunoassay mediated by 1T-2H mixed-phase magnetic molybdenum disulfide probe and 2D graphitic carbon nitride substrate,Elsevier BV,2023,66,,False,Pending
