doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1002/aenm.202102086,Building a Better Li‐Garnet Solid Electrolyte/Metallic Li Interface with Antimony,2021.0,137,0.98855687,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202102086,True,Overall Top Citation,2,Success (API)
10.1021/acsnano.7b08751,Three-Dimensional Solid-State Lithium-Ion Batteries Fabricated by Conformal Vapor-Phase Chemistry,2018.0,136,0.978183,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b02240,Integrated Interface Strategy toward Room Temperature Solid-State Lithium Batteries,2018.0,136,0.97719395,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.cej.2018.10.092,A poly (vinylidene fluoride-hexafluoropropylene) based three-dimensional network gel polymer electrolyte for solid-state lithium-sulfur batteries,2018.0,136,0.98179169,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b14824,Li<sub>0.35</sub>La<sub>0.55</sub>TiO<sub>3</sub> Nanofibers Enhanced Poly(vinylidene fluoride)-Based Composite Polymer Electrolytes for All-Solid-State Batteries,2019.0,136,0.98272588,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.9b05331,Fast Ion Conduction and Its Origin in Li<sub>6–<i>x</i></sub>PS<sub>5–<i>x</i></sub>Br<sub>1+<i>x</i></sub>,2020.0,136,0.9810797,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.202007815,A 3D Cross‐Linking Lithiophilic and Electronically Insulating Interfacial Engineering for Garnet‐Type Solid‐State Lithium Batteries,2020.0,136,0.98468443,,False,Overall Top Citation,2,Success (API)
10.1016/j.jechem.2021.01.013,MOF-derived multifunctional filler reinforced polymer electrolyte for solid-state lithium batteries,2021.0,136,0.98996226,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.memsci.2012.09.038,A novel solid composite polymer electrolyte based on poly(ethylene oxide) segmented polysulfone copolymers for rechargeable lithium batteries,2012.0,135,0.95723172,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.6b06754,"Elastic Properties, Defect Thermodynamics, Electrochemical Window, Phase Stability, and Li<sup>+</sup> Mobility of Li<sub>3</sub>PS<sub>4</sub>: Insights from First-Principles Calculations",2016.0,135,0.97717811,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2017.03.103,Impedance characterization reveals mixed conducting interphases between sulfidic superionic conductors and lithium metal electrodes,2017.0,135,0.96896211,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1016/j.ensm.2018.08.009,All-in-one lithium-sulfur battery enabled by a porous-dense-porous garnet architecture,2018.0,135,0.97859288,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2019.05.023,Enhanced ionic conductivity and interface stability of hybrid solid-state polymer electrolyte for rechargeable lithium metal batteries,2019.0,135,0.98607887,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.202101168,Ultrathin Layered Double Hydroxide Nanosheets Enabling Composite Polymer Electrolyte for All‐Solid‐State Lithium Batteries at Room Temperature,2021.0,135,0.98870328,,False,Overall Top Citation,2,Success (API)
10.1016/j.jpowsour.2021.229946,Metal organic framework reinforced polymer electrolyte with high cation transference number to enable dendrite-free solid state Li metal conversion batteries,2021.0,135,0.9894811,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/jacs.1c07754,All-Solid-State Lithium–Sulfur Batteries Enhanced by Redox Mediators,2021.0,135,0.98790347,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.cej.2021.133352,High ionic conductivity PEO-based electrolyte with 3D framework for Dendrite-free solid-state lithium metal batteries at ambient temperature,2021.0,135,0.98770126,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acs.jpcc.1c03877,Toward an Understanding of SEI Formation and Lithium Plating on Copper in Anode-Free Batteries,2021.0,134,0.98369319,https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.1c03877,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2021.106542,Dual CuCl doped argyrodite superconductor to boost the interfacial compatibility and air stability for all solid-state lithium metal batteries,2021.0,134,0.98551878,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1149/2.0161506jes,Modeling the SEI-Formation on Graphite Electrodes in LiFePO<sub>4</sub>Batteries,2015.0,133,0.96917342,https://iopscience.iop.org/article/10.1149/2.0161506jes/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1007/s10853-012-6500-5,Mechanical properties of the solid Li-ion conducting electrolyte: Li0.33La0.57TiO3,2012.0,133,0.9006711,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2018.08.012,Metal organic framework laden poly(ethylene oxide) based composite electrolytes for all-solid-state Li-S and Li-metal polymer batteries,2018.0,133,0.98635379,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201802918,Pristine or Highly Defective? Understanding the Role of Graphene Structure for Stable Lithium Metal Plating,2018.0,133,0.98642508,,True,Overall Top Citation,2,Success (API)
10.1021/acsami.8b21770,Improving Ionic Conductivity with Bimodal-Sized Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Fillers for Composite Polymer Electrolytes,2019.0,133,0.98470268,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41560-021-00786-w,Semi-solid alkali metal electrodes enabling high critical current densities in solid electrolyte batteries,2021.0,133,0.98828234,,True,Overall Top Citation,2,Success (API)
10.1039/c2cp41134b,"The stability of the SEI layer, surface composition and the oxidation state of transition metals at the electrolyte–cathode interface impacted by the electrochemical cycling: X-ray photoelectron spectroscopy investigation",2012.0,132,0.95881314,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.7b12092,New Class of LAGP-Based Solid Polymer Composite Electrolyte for Efficient and Safe Solid-State Lithium Batteries,2017.0,132,0.97600699,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.8b04875,<sup>7</sup>Li NMR Chemical Shift Imaging To Detect Microstructural Growth of Lithium in All-Solid-State Batteries,2019.0,132,0.98635505,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.8b04875,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/s0378-7753(97)02516-0,Innovative insertion material of LiAl1/4Ni3/4O2 (R-m) for lithium-ion (shuttlecock) batteries,1997.0,132,0.96469887,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1016/j.jeurceramsoc.2017.03.048,Mechanical and physical properties of LiNi0.33Mn0.33Co0.33O2 (NMC),2017.0,131,0.91631481,,True,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acs.jpclett.7b01321,Polymer-Rich Composite Electrolytes for All-Solid-State Li–S Cells,2017.0,131,0.98015671,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2017.11.074,A Li-Garnet composite ceramic electrolyte and its solid-state Li-S battery,2017.0,131,0.97523954,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.202001973,High Areal Capacity Dendrite‐Free Li Anode Enabled by Metal–Organic Framework‐Derived Nanorod Array Modified Carbon Cloth for Solid State Li Metal Batteries,2020.0,131,0.9882486,,False,Overall Top Citation,2,Success (API)
10.1021/nl204047z,Electrolyte Stability Determines Scaling Limits for Solid-State 3D Li Ion Batteries,2011.0,130,0.96779631,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c5ee01604e,A novel solid-state Li–O<sub>2</sub> battery with an integrated electrolyte and cathode structure,2015.0,130,0.97803277,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.elecom.2011.07.008,High lithium ion conduction in garnet-type Li6La3ZrTaO12,2011.0,130,0.97773917,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.5b02521,Origin of High Li<sup>+</sup> Conduction in Doped Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Garnets,2015.0,130,0.96153173,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ceramint.2019.04.236,Overcoming the abnormal grain growth in Ga-doped Li7La3Zr2O12 to enhance the electrochemical stability against Li metal,2019.0,130,0.97677941,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b20436,Single Lithium-Ion Conducting Solid Polymer Electrolyte with Superior Electrochemical Stability and Interfacial Compatibility for Solid-State Lithium Metal Batteries,2020.0,130,0.98329661,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.nanolett.9b04597,Superionic Halogen-Rich Li-Argyrodites Using In Situ Nanocrystal Nucleation and Rapid Crystal Growth,2020.0,130,0.9796243,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.0c00393,Enhanced Air Stability and High Li-Ion Conductivity of Li<sub>6.988</sub>P<sub>2.994</sub>Nb<sub>0.2</sub>S<sub>10.934</sub>O<sub>0.6</sub> Glass–Ceramic Electrolyte for All-Solid-State Lithium–Sulfur Batteries,2020.0,130,0.97870059,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2021.01.017,Cyano-reinforced in-situ polymer electrolyte enabling long-life cycling for high-voltage lithium metal batteries,2021.0,130,0.9894262,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.elecom.2009.07.028,Glass–ceramic Li2S–P2S5 electrolytes prepared by a single step ball billing process and their application for all-solid-state lithium–ion batteries,2009.0,129,0.96922677,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1063/1.4893666,Development of bulk-type all-solid-state lithium-sulfur battery using LiBH4 electrolyte,2014.0,129,0.98149864,https://pubs.aip.org/aip/apl/article-pdf/doi/10.1063/1.4893666/13247932/083901_1_online.pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2019.10.020,Free-standing sulfide/polymer composite solid electrolyte membranes with high conductance for all-solid-state lithium batteries,2019.0,129,0.97644282,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.nanolett.0c02457,Stereolithography Three-Dimensional Printing Solid Polymer Electrolytes for All-Solid-State Lithium Metal Batteries,2020.0,129,0.98035019,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.202006577,An Air‐Stable and Li‐Metal‐Compatible Glass‐Ceramic Electrolyte enabling High‐Performance All‐Solid‐State Li Metal Batteries,2021.0,129,0.98995237,,False,Overall Top Citation,2,Success (API)
10.1016/j.jpowsour.2015.02.160,Li 3 PO 4 -doped Li 7 P 3 S 11 glass-ceramic electrolytes with enhanced lithium ion conductivities and application in all-solid-state batteries,2015.0,128,0.96616944,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2003.08.030,Chemical stability enhancement of lithium conducting solid electrolyte plates using sputtered LiPON thin films,2003.0,128,0.89006386,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201501016,Superionic Conduction of Sodium and Lithium in Anion‐Mixed Hydroborates Na<sub>3</sub>BH<sub>4</sub>B<sub>12</sub>H<sub>12</sub> and (Li<sub>0.7</sub>Na<sub>0.3</sub>)<sub>3</sub>BH<sub>4</sub>B<sub>12</sub>H<sub>12</sub>,2015.0,128,0.96004284,,False,Overall Top Citation,2,Success (API)
10.1002/adsu.201700017,Li<sub>2</sub>S‐Based Solid Solutions as Positive Electrodes with Full Utilization and Superlong Cycle Life in All‐Solid‐State Li/S Batteries,2017.0,128,0.96697227,,False,Overall Top Citation,2,Success (API)
10.1002/adfm.201809219,A High‐Performance Li–B–H Electrolyte for All‐Solid‐State Li Batteries,2019.0,128,0.98285966,,False,Overall Top Citation,2,Success (API)
10.1016/j.jechem.2019.03.006,CNTs@S composite as cathode for all-solid-state lithium-sulfur batteries with ultralong cycle life,2019.0,128,0.97854061,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.nanolett.9b00882,In Situ Generated Li<sub>2</sub>S–C Nanocomposite for High-Capacity and Long-Life All-Solid-State Lithium Sulfur Batteries with Ultrahigh Areal Mass Loading,2019.0,128,0.9825058,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2019.06.024,A silicon anode for garnet-based all-solid-state batteries: Interfaces and nanomechanics,2019.0,128,0.96465775,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2020.105015,Interface-assisted in-situ growth of halide electrolytes eliminating interfacial challenges of all-inorganic solid-state batteries,2020.0,128,0.98237741,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2020.08.009,Polycation ionic liquid tailored PEO-based solid polymer electrolytes for high temperature lithium metal batteries,2020.0,128,0.97940801,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.202101736,Fluorinated Bifunctional Solid Polymer Electrolyte Synthesized under Visible Light for Stable Lithium Deposition and Dendrite‐Free All‐Solid‐State Batteries,2021.0,128,0.98471351,,False,Overall Top Citation,2,Success (API)
10.1021/am503731h,"Effect of Simultaneous Substitution of Y and Ta on the Stabilization of Cubic Phase, Microstructure, and Li<sup>+</sup> Conductivity of Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Lithium Garnet",2014.0,127,0.95041948,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.6b12244,"Fabrication, Testing, and Simulation of All-Solid-State Three-Dimensional Li-Ion Batteries",2016.0,127,0.97345437,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.11.009,Flexible electrolyte-cathode bilayer framework with stabilized interface for room-temperature all-solid-state lithium-sulfur batteries,2018.0,127,0.97074286,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201100789,Electrochemical Performance of Solid‐State Lithium–Air Batteries Using Carbon Nanotube Catalyst in the Air Electrode,2012.0,126,0.98334509,,False,Overall Top Citation,2,Success (API)
10.1149/2.0201701jes,Garnet-Type Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>Solid Electrolyte Thin Films Grown by CO<sub>2</sub>-Laser Assisted CVD for All-Solid-State Batteries,2016.0,126,0.96016557,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.7b12186,Superior Blends Solid Polymer Electrolyte with Integrated Hierarchical Architectures for All-Solid-State Lithium-Ion Batteries,2017.0,126,0.97859424,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.04.016,"Present understanding of the stability of Li-stuffed garnets with moisture, carbon dioxide, and metallic lithium",2018.0,126,0.97845922,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/anie.201804068,Solid‐State Electrolyte Anchored with a Carboxylated Azo Compound for All‐Solid‐State Lithium Batteries,2018.0,126,0.98160458,,False,Overall Top Citation,2,Success (API)
10.1016/j.nanoen.2018.07.009,All-solid-state planar integrated lithium ion micro-batteries with extraordinary flexibility and high-temperature performance,2018.0,126,0.97910086,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2019.01.039,An in-situ polymerized solid polymer electrolyte enables excellent interfacial compatibility in lithium batteries,2019.0,126,0.97937722,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsaem.1c00090,Graphene Oxide Enabled Flexible PEO-Based Solid Polymer Electrolyte for All-Solid-State Lithium Metal Battery,2021.0,126,0.98566167,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c6nr07971g,Internal potential mapping of charged solid-state-lithium ion batteries using in situ Kelvin probe force microscopy,2016.0,125,0.94773579,https://pubs.rsc.org/en/content/articlepdf/2017/nr/c6nr07971g,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.12.010,Se as eutectic accelerator in sulfurized polyacrylonitrile for high performance all-solid-state lithium-sulfur battery,2018.0,125,0.97081414,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201900257,"Highly Tough, Li‐Metal Compatible Organic–Inorganic Double‐Network Solvate Ionogel",2019.0,125,0.97472965,,False,Overall Top Citation,2,Success (API)
10.1021/acsenergylett.0c00383,Garnet-Based Solid-State Lithium Fluoride Conversion Batteries Benefiting from Eutectic Interlayer of Superior Wettability,2020.0,125,0.97915118,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202000791,Solidifying Cathode–Electrolyte Interface for Lithium–Sulfur Batteries,2020.0,125,0.9823733,,False,Overall Top Citation,2,Success (API)
10.1016/j.cej.2020.126517,"A flexible, ion-conducting solid electrolyte with vertically bicontinuous transfer channels toward high performance all-solid-state lithium batteries",2020.0,125,0.97936342,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.memsci.2015.10.008,Highly conductive solvent-free polymer electrolyte membrane for lithium-ion batteries: Effect of prepolymer molecular weight,2015.0,124,0.9759189,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.201103161,Novel Solid‐State Li/LiFePO<sub>4</sub> Battery Configuration with a Ternary Nanocomposite Electrolyte for Practical Applications,2011.0,124,0.93608385,,False,Overall Top Citation,2,Success (API)
10.1016/j.electacta.2018.03.101,Gd-doped Li7La3Zr2O12 garnet-type solid electrolytes for all-solid-state Li-Ion batteries,2018.0,124,0.97379465,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c8ee01621f,High-performance all-solid-state Li–Se batteries induced by sulfide electrolytes,2018.0,124,0.97792906,,False,Overall Top Citation,2,Success (Sci-Hub)
10.2109/jcersj2.18022,Mechanical properties of sulfide glasses in all-solid-state batteries,2018.0,124,0.9587718,https://www.jstage.jst.go.jp/article/jcersj2/126/9/126_18022/_pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/smll.201804413,Nanostructured Metal–Organic Framework (MOF)‐Derived Solid Electrolytes Realizing Fast Lithium Ion Transportation Kinetics in Solid‐State Batteries,2019.0,124,0.98657512,,False,Overall Top Citation,2,Success (API)
10.1039/c9ta10400c,Realization of the Li<sup>+</sup> domain diffusion effect <i>via</i> constructing molecular brushes on the LLZTO surface and its application in all-solid-state lithium batteries,2019.0,124,0.97510508,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/batt.201900218,Observation of Interfacial Degradation of Li<sub>6</sub>PS<sub>5</sub>Cl against Lithium Metal and LiCoO<sub>2</sub> via <i>In Situ</i> Electrochemical Raman Microscopy,2020.0,124,0.97478946,,True,Overall Top Citation,2,Success (API)
10.1016/j.cej.2020.126754,Anchoring succinonitrile by solvent-Li+ associations for high-performance solid-state lithium battery,2020.0,124,0.97156774,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/s0378-7753(99)00250-5,High ionic conductivity and electrode interface properties of polymer electrolytes based on high molecular weight branched polyether,1999.0,124,0.95006724,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2005.02.049,Recent developments in the ENEA lithium metal battery project,2005.0,123,0.97270611,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2011.08.115,A two-compartment cell for using soluble benzoquinone derivatives as active materials in lithium secondary batteries,2011.0,123,0.95132734,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/cm7033933,First Cross-Section Observation of an All Solid-State Lithium-Ion “Nanobattery” by Transmission Electron Microscopy,2008.0,123,0.96206863,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1007/s11581-014-1176-2,Synthesis of poly(ethylene-oxide)/nanoclay solid polymer electrolyte for all solid-state lithium/sulfur battery,2014.0,123,0.93919862,,False,Overall Top Citation,2,Success (Crawling)
10.1021/acsami.8b17656,Effects of Fluorine Doping on Structural and Electrochemical Properties of Li<sub>6.25</sub>Ga<sub>0.25</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> as Electrolytes for Solid-State Lithium Batteries,2018.0,123,0.96793609,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.cej.2019.123650,Facile interfacial adhesion enabled LATP-based solid-state lithium metal battery,2019.0,123,0.97362062,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/d0ee03212c,Engineering the interface between LiCoO<sub>2</sub> and Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub> solid electrolytes with an ultrathin Li<sub>2</sub>CoTi<sub>3</sub>O<sub>8</sub> interlayer to boost the performance of all-solid-state batteries,2020.0,123,0.98133204,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.cej.2021.128508,Grain boundary modification in garnet electrolyte to suppress lithium dendrite growth,2021.0,123,0.9876006,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202101370,Lithium Argyrodite as Solid Electrolyte and Cathode Precursor for Solid‐State Batteries with Long Cycle Life,2021.0,123,0.98366116,,False,Overall Top Citation,2,Success (API)
10.1016/j.ssi.2006.11.009,Preparation and electrical properties of NASICON-type structured Li1.4Al0.4Ti1.6(PO4)3 glass-ceramics by the citric acid-assisted sol–gel method,2006.0,122,0.82689164,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsaem.8b01723,Garnet Electrolyte Surface Degradation and Recovery,2018.0,122,0.97336696,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b20128,Strong Lewis Acid–Base and Weak Hydrogen Bond Synergistically Enhancing Ionic Conductivity of Poly(ethylene oxide)@SiO<sub>2</sub> Electrolytes for a High Rate Capability Li-Metal Battery,2020.0,122,0.97907955,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.0c01607,Sulfur-Embedded FeS<sub>2</sub> as a High-Performance Cathode for Room Temperature All-Solid-State Lithium–Sulfur Batteries,2020.0,122,0.97723166,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsaem.0c00410,A Single-Ion Conducting UiO-66 Metal–Organic Framework Electrolyte for All-Solid-State Lithium Batteries,2020.0,122,0.97772281,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-020-19417-1,On-surface lithium donor reaction enables decarbonated lithium garnets and compatible interfaces within cathodes,2020.0,122,0.97248756,https://www.nature.com/articles/s41467-020-19417-1.pdf,True,Overall Top Citation,2,Success (API)
10.1021/acsenergylett.0c02314,Visualizing Lithium Dendrite Formation within Solid-State Electrolytes,2021.0,122,0.98795749,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ssi.2015.07.010,"Reactions at the electrode/electrolyte interface of all-solid-state lithium batteries incorporating Li–M (M = Sn, Si) alloy electrodes and sulfide-based solid electrolytes",2015.0,121,0.93621646,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsaem.8b02008,Interface-Enabled Ion Conduction in Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub>–Poly(ethylene Oxide) Hybrid Electrolytes,2019.0,121,0.97655933,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202100210,Deciphering Interfacial Chemical and Electrochemical Reactions of Sulfide‐Based All‐Solid‐State Batteries,2021.0,121,0.98695089,,True,Overall Top Citation,2,Success (API)
10.1021/jacs.1c08425,Cooperative Shielding of Bi-Electrodes via In Situ Amorphous Electrode–Electrolyte Interphases for Practical High-Energy Lithium-Metal Batteries,2021.0,121,0.98902356,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2021.106679,In-situ polymerized solid-state electrolytes with stable cycling for Li/LiCoO2 batteries,2021.0,121,0.98729405,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1149/2.0311602jes,Lithium Superionic Conducting Oxysulfide Solid Electrolyte with Excellent Stability against Lithium Metal for All-Solid-State Cells,2015.0,120,0.96829613,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/cm202773d,Solution-Based Synthesis and Characterization of Lithium-Ion Conducting Phosphate Ceramics for Lithium Metal Batteries,2011.0,120,0.9247443,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/cm3041357,Lithium Atom and A-Site Vacancy Distributions in Lanthanum Lithium Titanate,2013.0,120,0.97477074,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.7b18798,Highly Crystalline Layered VS<sub>2</sub> Nanosheets for All-Solid-State Lithium Batteries with Enhanced Electrochemical Performances,2018.0,120,0.97357189,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b06574,Nanoporous Adsorption Effect on Alteration of the Li<sup>+</sup> Diffusion Pathway by a Highly Ordered Porous Electrolyte Additive for High-Rate All-Solid-State Lithium Metal Batteries,2018.0,120,0.97042208,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2020.229083,Comprehensive electrochemical impedance spectroscopy study of Si-Based anodes using distribution of relaxation times analysis,2020.0,120,0.93973352,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202003369,Engineering the Site‐Disorder and Lithium Distribution in the Lithium Superionic Argyrodite Li<sub>6</sub>PS<sub>5</sub>Br,2020.0,120,0.97004024,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202003369,True,Overall Top Citation,2,Success (API)
10.1016/j.jallcom.2014.09.169,A three-dimensional LiFePO4/carbon nanotubes/graphene composite as a cathode material for lithium-ion batteries with superior high-rate performance,2014.0,119,0.97517495,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2014.10.202,Ultra-thin LiPON films – Fundamental properties and application in solid state thin film model batteries,2014.0,119,0.96697241,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b06705,High Capacity Garnet-Based All-Solid-State Lithium Batteries: Fabrication and 3D-Microstructure Resolved Modeling,2018.0,119,0.96949095,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.08.021,Enabling room-temperature solid-state lithium-metal batteries with fluoroethylene carbonate-modified plastic crystal interlayers,2018.0,119,0.97541634,https://www.sciencedirect.com/science/article/pii/S2405829718305610,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/smtd.201900261,Manipulating Interfacial Nanostructure to Achieve High‐Performance All‐Solid‐State Lithium‐Ion Batteries,2019.0,119,0.98251012,,False,Overall Top Citation,2,Success (API)
10.1016/j.cej.2019.121925,Poly(ionic liquid)-polyethylene oxide semi-interpenetrating polymer network solid electrolyte for safe lithium metal batteries,2019.0,119,0.97912693,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jallcom.2019.153237,Synthesis and sintering of Li1.3Al0.3Ti1.7(PO4)3 (LATP) electrolyte for ceramics with improved Li+ conductivity,2019.0,119,0.95707147,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.elecom.2012.06.015,Fabrication of favorable interface between sulfide solid electrolyte and Li metal electrode for bulk-type solid-state Li/S battery,2012.0,118,0.95205233,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jascer.2017.03.001,Elastic properties of lithium cobalt oxide (LiCoO<sub>2</sub>),2017.0,118,0.93678914,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.04.021,High ion conductive Sb2O5-doped β-Li3PS4 with excellent stability against Li for all-solid-state lithium batteries,2018.0,118,0.9752114,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.07.008,The interfacial evolution between polycarbonate-based polymer electrolyte and Li-metal anode,2018.0,118,0.97958202,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202000702,Reversible Short‐Circuit Behaviors in Garnet‐Based Solid‐State Batteries,2020.0,118,0.98115631,,False,Overall Top Citation,2,Success (API)
10.1016/j.joule.2020.10.009,A New General Paradigm for Understanding and Preventing Li Metal Penetration through Solid Electrolytes,2020.0,118,0.97805624,http://www.cell.com/article/S2542435120304980/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
